@_fa,affiliation,article-number,citedby-count,dc:creator,dc:identifier,dc:title,eid,freetoread,freetoreadLabel,link,openaccess,openaccessFlag,pii,prism:aggregationType,prism:coverDate,prism:coverDisplayDate,prism:doi,prism:eIssn,prism:isbn,prism:issn,prism:issueIdentifier,prism:pageRange,prism:publicationName,prism:url,prism:volume,pubmed-id,source-id,subtype,subtypeDescription
true,"[{'@_fa': 'true', 'affilname': 'Chitkara University, Punjab', 'affiliation-city': 'Rajpura', 'affiliation-country': 'India'}]",,0,Sharma S.,SCOPUS_ID:85207184288,Advancements in Image Fusion Techniques for IoT Systems: Current Trends and Applications,2-s2.0-85207184288,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85207184288'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85207184288?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85207184288&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85207184288&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/ICoICI62503.2024.10696732,,"[{'@_fa': 'true', '$': '[9798331540661]'}]",,,368-373,"2nd International Conference on Intelligent Cyber Physical Systems and Internet of Things, ICoICI 2024 - Proceedings",https://api.elsevier.com/content/abstract/scopus_id/85207184288,,,21101254918,cp,Conference Paper
true,,,0,,SCOPUS_ID:85206992398,"International Conference on Intelligent and Fuzzy Systems, INFUS 2024",2-s2.0-85206992398,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85206992398'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85206992398?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85206992398&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85206992398&origin=inward'}]",0,False,,Book Series,2024-01-01,2024,,23673389,"[{'@_fa': 'true', '$': '[9783031671944]'}]",23673370,,,Lecture Notes in Networks and Systems,https://api.elsevier.com/content/abstract/scopus_id/85206992398,1089 LNNS,,21100901469,cr,Conference Review
true,,,0,,SCOPUS_ID:85206810560,"Proceedings - 2024 IEEE International Conference on Joint Cloud Computing, JCC 2024",2-s2.0-85206810560,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85206810560'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85206810560?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85206810560&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85206810560&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,,,"[{'@_fa': 'true', '$': '[9798350387339]'}]",,,,"Proceedings - 2024 IEEE International Conference on Joint Cloud Computing, JCC 2024",https://api.elsevier.com/content/abstract/scopus_id/85206810560,,,21101254508,cr,Conference Review
true,,,0,Williams T.,SCOPUS_ID:85206638846,FROM SMART TO AUTONOMOUS CITIES ON THE EVE OF AI: Some Provocations for Architects and Designers,2-s2.0-85206638846,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85206638846'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85206638846?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85206638846&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85206638846&origin=inward'}]",0,False,,Book,2024-01-01,1 January 2024,10.4324/9781003384113-20,,"[{'@_fa': 'true', '$': '[9781040107775, 9781032469904]'}]",,,160-170,"The Routledge Companion to Smart Design Thinking in Architecture &amp; Urbanism for a Sustainable, Living Planet",https://api.elsevier.com/content/abstract/scopus_id/85206638846,,,21101254084,ch,Book Chapter
true,"[{'@_fa': 'true', 'affilname': 'Instituto Politécnico Nacional', 'affiliation-city': 'Mexico', 'affiliation-country': 'Mexico'}]",,1,Moreno-Ibarra M.,SCOPUS_ID:85206611731,"Generative AI (GenAI) and smart cities: Efficiency, cohesion, and sustainability",2-s2.0-85206611731,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85206611731'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85206611731?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85206611731&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85206611731&origin=inward'}]",1,True,,Book,2024-01-01,1 January 2024,10.1201/9781003415930-11,,"[{'@_fa': 'true', '$': '[9781040121313, 9781032539508]'}]",,,118-129,"Smart Cities: Lock-in, Path-dependence and Non-linearity of Digitalization and Smartification",https://api.elsevier.com/content/abstract/scopus_id/85206611731,,,21101254154,ch,Book Chapter
true,"[{'@_fa': 'true', 'affilname': 'Sun Yat-Sen University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",,0,Tian X.,SCOPUS_ID:85206447601,Causal Prior-based Self-supervised Generative Network for IoT Time Series Imputation,2-s2.0-85206447601,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85206447601'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85206447601?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85206447601&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85206447601&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/ICCC62479.2024.10682038,,"[{'@_fa': 'true', '$': '[9798350378412]'}]",,,1003-1008,"2024 IEEE/CIC International Conference on Communications in China, ICCC 2024",https://api.elsevier.com/content/abstract/scopus_id/85206447601,,,21101253959,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'National Kaohsiung University of Science and Technology', 'affiliation-city': 'Kaohsiung', 'affiliation-country': 'Taiwan'}]",,0,Zhou C.H.,SCOPUS_ID:85205806188,Using Large Language Model and Speech Synthesis Technology to Achieve Realistic Interactive Experiences in Smart City Applications,2-s2.0-85205806188,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85205806188'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85205806188?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85205806188&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85205806188&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/ICCE-Taiwan62264.2024.10674564,,"[{'@_fa': 'true', '$': '[9798350386844]'}]",,,811-812,"11th IEEE International Conference on Consumer Electronics - Taiwan, ICCE-Taiwan 2024",https://api.elsevier.com/content/abstract/scopus_id/85205806188,,,21101252400,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Management &amp; Science University, Malaysia', 'affiliation-city': 'Shah Alam', 'affiliation-country': 'Malaysia'}]",,0,Subbiah A.,SCOPUS_ID:85204984863,Smart Urban Traffic Management: Leveraging Automatic Control and Intelligent Systems for Improved Safety in Commercial Vehicle Road Banning Operations,2-s2.0-85204984863,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204984863'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204984863?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204984863&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204984863&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/ISCI62787.2024.10668243,,"[{'@_fa': 'true', '$': '[9798350353853]'}]",,,78-83,"2024 6th IEEE Symposium on Computers and Informatics, ISCI 2024",https://api.elsevier.com/content/abstract/scopus_id/85204984863,,,21101250384,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Carleton University', 'affiliation-city': 'Ottawa', 'affiliation-country': 'Canada'}]",,0,Ibrahim N.,SCOPUS_ID:85204958171,Computer Vision Fire Hydrant Obstruction Detection System,2-s2.0-85204958171,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204958171'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204958171?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204958171&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204958171&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/CCECE59415.2024.10667264,,"[{'@_fa': 'true', '$': '[9798350371628]'}]",08407789,,799-805,Canadian Conference on Electrical and Computer Engineering,https://api.elsevier.com/content/abstract/scopus_id/85204958171,,,26665,cp,Conference Paper
true,,,0,,SCOPUS_ID:85204650631,"19th Workshop on Dependable Smart Embedded and Cyber-Physical Systems and Systems-of-Systems, DECSoS 2024, 11th International Workshop on Next Generation of System Assurance Approaches for Critical Systems, SASSUR 2024, Towards A Safer Systems architecture Through Security, TOASTS 2024 and 7th International Workshop on Artificial Intelligence Safety Engineering, WAISE 2024 held in conjunction with the 43rd International Conference on Computer Safety, Reliability, and Security, SAFECOMP 2024",2-s2.0-85204650631,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204650631'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204650631?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204650631&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204650631&origin=inward'}]",0,False,,Book Series,2024-01-01,2024,,16113349,"[{'@_fa': 'true', '$': '[9783031687372]'}]",03029743,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),https://api.elsevier.com/content/abstract/scopus_id/85204650631,14989 LNCS,,25674,cr,Conference Review
true,"[{'@_fa': 'true', 'affilname': 'Tel Aviv University', 'affiliation-city': 'Tel Aviv-Yafo', 'affiliation-country': 'Israel'}]",,0,Shamur T.,SCOPUS_ID:85204195354,Conflicted social mix and the ambivalence toward urban Others: Ethnographic exploration of urban regeneration in a liminal space in Tel Aviv,2-s2.0-85204195354,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}","[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204195354'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204195354?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204195354&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204195354&origin=inward'}]",1,True,,Journal,2024-01-01,2024,10.1080/07352166.2024.2401877,14679906,,07352166,,,Journal of Urban Affairs,https://api.elsevier.com/content/abstract/scopus_id/85204195354,,,13936,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'Universidad Tecnológica del Perú', 'affiliation-city': 'Lima', 'affiliation-country': 'Peru'}]",,0,Chavarry Mori H.,SCOPUS_ID:85203802391,Theoretical calculation of energy conversion efficiency of an InGaN/InN quantum well intermediate band bifacial solar cell,2-s2.0-85203802391,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203802391'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203802391?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85203802391&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85203802391&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.18687/LACCEI2024.1.1.1916,24146390,"[{'@_fa': 'true', '$': '[9786289520781]'}]",,,,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",https://api.elsevier.com/content/abstract/scopus_id/85203802391,,,21100907750,cp,Conference Paper
true,,,0,,SCOPUS_ID:85203603786,"International Conference on Intelligent and Fuzzy Systems, INFUS 2024",2-s2.0-85203603786,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203603786'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203603786?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85203603786&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85203603786&origin=inward'}]",0,False,,Book Series,2024-01-01,2024,,23673389,"[{'@_fa': 'true', '$': '[9783031700170]'}]",23673370,,,Lecture Notes in Networks and Systems,https://api.elsevier.com/content/abstract/scopus_id/85203603786,1088 LNNS,,21100901469,cr,Conference Review
true,"[{'@_fa': 'true', 'affilname': 'ShanghaiTech University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",,3,Chen R.,SCOPUS_ID:85202444138,An LLM-driven Framework for Multiple-Vehicle Dispatching and Navigation in Smart City Landscapes,2-s2.0-85202444138,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85202444138'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85202444138?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202444138&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85202444138&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/ICRA57147.2024.10610578,,"[{'@_fa': 'true', '$': '[9798350384574]'}]",10504729,,2147-2153,Proceedings - IEEE International Conference on Robotics and Automation,https://api.elsevier.com/content/abstract/scopus_id/85202444138,,,25456,cp,Conference Paper
true,"[{'@_fa': 'true', 'affilname': 'Villanova University', 'affiliation-city': 'Villanova', 'affiliation-country': 'United States'}]",,0,Sipior J.C.,SCOPUS_ID:85202431865,Deepfake at Star Isle Real Estate Group,2-s2.0-85202431865,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85202431865'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85202431865?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202431865&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85202431865&origin=inward'}]",0,False,,Journal,2024-01-01,2024,10.17705/1CAIS.05513,,,15293181,,327-335,Communications of the Association for Information Systems,https://api.elsevier.com/content/abstract/scopus_id/85202431865,55,,19300156904,ar,Article
true,"[{'@_fa': 'true', 'affilname': 'York University', 'affiliation-city': 'Toronto', 'affiliation-country': 'Canada'}]",,3,Dabboussi A.H.,SCOPUS_ID:85202353982,Traffic Data Augmentation Using GANs for ITS,2-s2.0-85202353982,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85202353982'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85202353982?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202353982&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85202353982&origin=inward'}]",0,False,,Conference Proceeding,2024-01-01,2024,10.1109/DCOSS-IoT61029.2024.00020,,"[{'@_fa': 'true', '$': '[9798350369441]'}]",,,66-73,"Proceedings - 2024 20th International Conference on Distributed Computing in Smart Systems and the Internet of Things, DCOSS-IoT 2024",https://api.elsevier.com/content/abstract/scopus_id/85202353982,,,21101244716,cp,Conference Paper
true,,,0,,SCOPUS_ID:85202160105,"13th International Conference on Electronic Government and the Information Systems Perspective, EGOVIS 2024",2-s2.0-85202160105,,,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85202160105'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85202160105?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202160105&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85202160105&origin=inward'}]",0,False,,Book Series,2024-01-01,2024,,16113349,"[{'@_fa': 'true', '$': '[9783031682100]'}]",03029743,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),https://api.elsevier.com/content/abstract/scopus_id/85202160105,14913 LNCS,,25674,cr,Conference Review
